actor_id,actor_name
73559,Vladimír Šmeral
147444,Emma Schweiger
17053,Annika Blendl
21832,Jasmin Gerat
1009160,Quinn McColgan
583328,Micheline Boudet
145275,Tarcísio Meira
1431876,Carlos Castello Branco
237144,João Ubaldo Ribeiro
1316779,Carlos Petrovich
1417046,Paloma Rocha
1612559,Alexandre Ribondi
1791638,Dimer Camargo Monteiro
1831787,Ari Pararraios
131246,Huang Lu
1054582,Cristian Iacob
60655,Daniela Nane
1191698,Jaclyn Jose
56255,Gina Pareño
932506,Kristofer King
140620,Keiko Sakurai
140621,Tetsuo Ashida
140622,Bunya Ozawa
224654,Yoshiyuki Fukuda
1093433,Shunsuke Mizoguchi
1241976,Masakazu Tamura
1093448,Shin'yô Nara
1093449,Yukiko Tsukuba
1093450,Toshiko Kojima
1082756,Fumiko Katsuragi
236106,Joji Oka
1309416,Ichiro Yuki
1093451,Shozaburo Abe
1093453,Kenji Oyama
87572,Pat Kelly
73610,Tim Rozon
1383018,Serena Lee
1612663,Darryl Hinds
41167,Brigitte Hobmeier
41168,Sólveig Arnarsdóttir
41169,Valur Freyr Einarsson
41170,Karina Plachetka
41171,Chiara Schoras
17548,Fritzi Haberlandt
101359,Lothar Körner
101360,Fritz Weidemann
29100,Hanns Heinz Ewers
228702,Kirk Bovill
589755,Stephen Lester
157757,Damian Samuels
589757,Allison Varnes
1041441,Jorge Machado
1041442,Roberta Palombini
1041443,Natan Machado Palombini
1041444,Nestor Marin
73002,Anjorka Strechel
51819,Lucie Hollmann
73004,Isolda Dychauk
73005,Philipp Quest
73006,Julischka Eichel
71390,Manuel Cortez
550095,Sarah Stouffer
1178300,Katherine Ann McGregor
1178301,Ray Zupp
1178302,J. Blakemore
1178303,Erika Heidewald
1178304,Chelsea Rogers
1178305,Patrick Mullen
1178306,Steven Durgarn
1178307,John Dreher
1088483,Jim Dougherty
1178308,Ana Liza Platt
1178309,Roger Ortman
1178310,Nicky Warner
223518,Tatum Etheridge
154785,Mark Povinelli
1424828,Karynn Moore
1340108,Kyle Jordan
1465852,Stephen Monroe Taylor
1568613,Shannon Freyer
1289505,Kelsey McNamee
1568614,Molly O'Neill
1048644,Sarah Greene
1225942,Louise Nicol
1239704,Macdara Ó Fátharta
1477955,Sean Panting
1477956,Anne Butler
1002979,Amber Cull
1477957,Frank Deacy	... 	Father Joseph
33107,June Turner
33110,Heather Stoney
123539,Caroline Marohasy
123540,Brad McMurray
1128156,Jack Henry
1128157,Evert McQueen
1014586,Christopher Sommers
1128158,Steve Tandy
962631,Damon Gibson
1014715,Hannah Levien
1128160,Ron Kelly
1128162,Warren Meacham
1128163,Greg Quinn
109546,Chris Betts
235996,Chris Shiflett
236082,Taylor Hawkins
235995,Nate Mendel
1071894,Molly Malcolm
1012468,Mike Anane
1012469,Michael Braungart
1012472,Steve Bunn
1012475,Nicols Fox
1462980,Casey Neistat
229140,Julia Vaidis-Bogard
1083559,Zakariya Gouram
1083767,Adrien Stoclet
1293192,Camille Gigot
1293193,Laura Genovino
1293194,Rose Marit
307837,Yann Goven
1386241,Camille Chalons
1146844,Delphine Baril
119295,Tarik Filipović
63881,Krešimir Mikić
227772,Euan Morton
235023,Gareth Reeves
235024,Daniel Musgrove
131513,Xiao Shen Yang
149984,Catherine Tanvier
149986,Robert Maloubier
149987,Alain Badiou
149989,Eye Haidara
149990,Olga Riazanova
227229,Brian Balzerini
227230,Dante Wildern
227231,Sean O'Reily
227232,Vincent Rogo Angelini
227233,Grant Krause
227234,Jim Porterfield
145643,Pyotr Kislov
145645,Violetta Davydovskaya
557580,Robyn Rikoon
557581,Jeb Pearson
802600,Brendan McFadden
860526,Ben Stambler
1093706,Jeirmarie Osorio
979307,Luis Gonzaga
170653,Carlos Sanchez
1093707,Benjamin Blankenship
1093708,Arturo Gaskins
1093709,Jay Jackson
986813,Arlene Santana
1093710,Andy Rosa Adler
1013905,Mahnaz Afshar
1184729,Mahtab keramati
1176929,Wilmer Hines
1303103,Freddie Slack
138218,Ella Mae Morse
1142312,Billie Holiday
149094,Moms Mabley
1010218,Ruby Elzy
1585596,George Haymid Stamper
225505,Brinsley Forde
1497138,David N Haynes
96992,Archie Pool
1497141,T-Bone Wilson
1497147,Beverly Michaels
1497148,Yvonne Agard
103917,Nan Leslie
141317,Luciano Pavarotti
115731,Steffi Wickens
1088278,Gaston Acurio
135336,Danielle Ouimet
39091,Andrea Rau
135337,Georges Jamin
135338,Joris Collet
27866,Fons Rademakers
129829,Türkü Turan
129831,Sermet Yeşil
129832,Suat Oktay Senocak
129833,Asil Buyukozcelik
1251169,Saygın Soysal
550691,John Beers
550692,Chris Farina
550693,Tyler Magill
553501,James McNew
557879,Francisco Barreiro
936253,Carmen Beato
557877,Adrián Aguirre
557878,Miriam Balderas
88305,Miguel Ángel Hoppe
89445,Noe Hernandez
1697728,Octavio Michel
1697729,Humberto Yañez
1697730,Darwin Enahudy
1099160,Alejandro Faugier
1697731,Elida Contreras
1697732,Bryan Pizavila
1697733,Lizzete Campos
1697734,Astrid Prado
1678279,Benny Mendoza
1697735,Diego Escamilla
1697736,Diego Casas Anaya
1697737,Israel Gudiño
1697738,Mario Arellano
1697739,Abraham Nicoli
1697740,Eric Gudiño
1697741,Marcela Feregrino
1697742,Denise Castillo
1697743,Arely Moreno
1697744,Karla Moreno
1204098,Francisco Javier Sánchez
1267020,Eduardo Enrique Mayén
1697745,Diego Guadarrama
1453179,César Enríquez
1697746,Cuauhtli Jiménez
1488706,Luis Velázquez
1697748,Raúl Kennedy
1697749,Jorge Castañeda
1697750,Iraida Noriega
1697751,Lakshmi Valladares
1697752,Gerardo Cortez
1687549,Apolinar Salgado
1602064,Carolina Contreras
1309794,Víctor Manzur
223231,Guy Frangin
223232,Claude Ollier
223233,Jacques Kébadian
223234,Gilles Sandier
15483,Anna Schudt
15484,Philipp Hauß
15485,Victoria Trauttmansdorff
17062,Rosa Enskat
150829,Michael Welz
557863,Florian Wotruba
506932,Johann Bednar
28605,Markus Schleinzer
506931,Peter Vilnai
506930,Max Edelbacher
133944,Koji Yamamoto
587661,Tetsushi Tanaka
1057933,Miyu Yagyu
1405926,Toru Nomaguchi
127226,Bokuzō Masana
1190571,Shinya Owada
118701,Ryôsei Tayama
1369121,Ryosuke Otani
142677,Daikichi Sugawara
933203,Kosuke Suzuki
544242,Jiří Langmajer
575103,Zdena Hadrbolcová
544555,Anna Polívková
1529099,Yvetta Janousková
1529100,Petra Kolárová
1529101,Josef Oplt
1350565,Petr Vydra
1529102,Michal Rausar
1529104,Alena Olahová
544246,Zuzana Stivínová
84104,Jesus Moises Rodriguez
84105,Rubén Sosa
1232920,Susan A. Olsen
1816545,Clara Nepper Winther
1027700,Charlotte Munksgaard
1313407,Oliver Zahle
229223,Søren Hauch-Fausbøll
1143305,Peter Belli
1119435,Anne Oppenhagen Pagh
235125,Ariane Labed
122423,Yorgos Lanthimos
118927,Vangelis Mourikis
235126,Evangelia Randou
143684,Sergei Popov
1870999,Galina Zakhurdaeva
1163607,Natalya Buzko
1871000,Aleksandra Svenskaya
1871001,Pavel Polishchuk
1871002,Natalya Ralleva
1871003,Galina Kasperovich
1153650,Viktor Aristov
1287198,Nikolai Semyonov
1871004,Nadya Popova
1118038,Oleg Shkolnik
143679,Vera Storozheva
237570,Aleksandr Chernykh
1289306,Leonid Kushnir
145363,Kim Hye-ok
1101373,Oh Ji-eun
564862,Choi Il-hwa
1334717,Si-nae Jo
587677,Kim Joo-ryoung
1334720,Jung-ki Kim
1334721,Park Hye-rim
232034,Kim Young-Ho
1243486,Park Eun-hye
1344971,Hwang Su-Jeong
1894102,Jorge Trêpa
147104,José Wallenstein
1034624,Agustina Bessa-Luís
1357252,Memo Benassi
1434258,Tatyana Pavlova
46528,Friedrich Benfer
564590,Franco Coop
1016043,Lamberto Picasso
1350330,Nelly Corradi
25811,Mario Ferrari
234414,Achille Majeroni
1388067,Alfredo Martinelli
929509,Julian Lo
1875578,Karine Lavergne
9953,John Hopkins
25925,Thorsten Grasshoff
176217,Cordelia Bugeja
240260,Bryan Carney
226588,Maximilian Grill
1334078,Daniel Wurm
84573,Mélissa Désormeaux-Poulin
970213,Abdelghafour Elaaziz
592718,Frédéric Paquet
1150158,Ahmad Massad
1320183,Lara Atalla
446189,Baya Belal
1298569,Karim Babin
130022,Mohamed Majd
1644492,Mustafa Kamel
1644499,Hussein Sami
1644509,Hamed Najem
1644517,Bader Alami
1644519,Majida Hussein
1644520,Asriah Nijres
1579217,Nadia Essadiqi
1703032,Chris Fassbender
1807998,Taylor Dauphinais
122888,Ashley Williams
145705,Arnold Gray
1421069,Reginald Simpson
1555835,Napoleon Pukui
1555836,Sofia Ortega
138390,Igor Youskevitch
138391,Claire Sombert
93731,Belita
138394,David Paltenghi
138395,Daphne Dale
138396,Claude Bessy
138397,Irving Davies
1261438,Liisa Kuoppamäki
1261447,Siiri Suosalo
105996,Jim Boelsen
79291,Luciano Cáceres
79292,Dámaso Conde
1152800,Vanessa Oliveira
1391149,Miquel Sitjar
1152801,Susana Varela
1089049,Juan Carlos Vellido
939482,Nicolás Fiore
939483,Ariel Hernán Pérez
1152802,Hsin-Lan Chang
1032526,Ágatha Fresco
1152805,María Zamarbide
1152806,Florencia Limonoff
142607,Josie Davis
1818098,Maureen Rooney
1116152,Shae Keebler
1818099,Gabrielle Casha
1818100,Brieanna Moench
589596,Kade Phillips
1818101,Connor Robinson
1818102,Taison Gelinas
1499020,Len Crowther
96091,Carrie Underwood
146510,Chris Brochu
231313,Jeremy Sumter
206833,Sonya Balmores Chung
971408,Cody Gomes
1008234,Bethany Hamilton
574087,Alana Blanchard
99709,Leia Thompson
1257865,Sarah Baldwin
1519037,Lindsay Ryan
130843,Rosemary Howard
545328,Tim Doiron
545330,April Mullen
1686907,Ryan Tilley
1196462,Peter Pasyk
1686909,Chris Baker
1686910,Anna-Marie Sutherland
87960,Jon Ray
87961,Trevor Williams
87962,Maggie Blazunas
87963,Alasha Wright
87959,Chad Vincent
87969,Mike Bryson
87970,Malone Shaw
87971,Katie Barrett
87972,Liz Bauer
87973,Anita Biondic
87974,Nicholas Bish
87975,Patricia A. Conway
87976,Logan Crosland
87967,James L. Edwards
87977,Jenifer Edwards
87978,Tori Edwards
87979,Tyler Edwards
87980,Kristel Enflo
87981,HarleyQuinn Fincham
87982,Jeffrey Fincham
87983,Kaleb Fincham
87984,Raquel Fincham
87985,Skyler Fincham
87986,Lori Fockler
87987,Miranda Fockler
87988,Christine Funk
87989,Kendra Lee Hicks
87990,Fig Jankowski
87991,Edward McDevitt
87992,Sean P. McDonagh
87993,Michael Pacifico
87994,Charles Pairan
87995,Paul Pairan
87996,Robert Pairan
87997,Chris Parfitt
87998,Jeremy Parfitt
87999,Ed Perry
88000,K.E. Perry
88001,Levi Rivenburg
88002,Cassie Shaw
88003,Cathy Conway Shaw
88004,Christine Conway Shaw
88005,Kelsie Shaw
88006,Scott Shepard
88007,Kris Sullivan
88008,Barry Tavolier
88009,Maurice Thomas
87968,Christopher Zeno
88010,Eunice Zeno
88011,Big Z.
88012,Nator 8
1086293,Erzsébet Kútvölgyi
1086294,Ferenc Bencze
56293,István Dégi
1042223,Pál Hetényi
125402,Tamás Jordán
1078344,Attila Kaszás
1086295,Gyula Maár
1086296,József Ruszt
1086297,Géza Rácz
1086298,János Ács
305993,Tom Yi
1186394,Carnie Wilson
1186421,Wendy Wilson
1186422,Chynna Philips
1192944,Brennan Crewe
1219590,Mitch Silpa
1388181,Dana Powell
1102260,Lara Jean Chorostecki
212689,Jeff Hephner
109507,Byron Pang
70108,Tak-bun Wong
1141591,Anne Müller
85785,Michael Ostrowski
1041249,Marie Jung
1335462,Lucile Charlemagne
1335463,Wanda Badwai
1335464,Julia Primus
1335466,Constanze Becker
52266,Olli Dittrich
1335467,Gilla Cremer
1160767,Jan Niklas Berg
1648773,Houn Pilot
1648775,To Savan
1648776,Srey Thoy
1648778,Pisey Hak
1648779,Chanthoun Kien
1648780,Siyan Hout
1648781,Rotanak Oudom
1648782,Kwanlar Nyirady
1648783,Tan Srey Neth
1648784,Rith Volak
1648785,Tol Kunthea
1648786,Hout Sithorn
1648787,Chab Kola
1648788,Ok Sokha
5762,Daniel Nocke
1648789,Rasmey Kep
1648790,Cheamney Sorvan
1648791,Haik Zarian
1648792,Danich Kouy Chan
1648793,Ben Tan
1387782,Tarinee 'Aoi' Thaima
1451204,Wenka von Mikulicz
1648794,Sarin Kath
1648795,Paul Oberle
1648796,Chniny Chhing
1648798,Phich Bun Ly
1648799,Em Boun Nat
1648801,Mary Wilson
801,Michael Glawogger
1386223,Rudy Levarity
1267610,Joey Jameka
1386225,Vivica Watkins
1215943,Greg Lee
1386226,Robert Keskemety
1386227,Jahmaal McIntyre
1386228,Christopher Herrod
1602800,Marshall Thompson
231278,Mohamed Fellag
938886,Lounès Tazairt
938887,Lounès Machene
230067,Adrien Saint-Joré
143281,Freddy Buache
143282,Kate Mailer
143283,Suzanne Lanza
4897,Michèle Pétin
143279,Peter Sellars
98976,Henry Sedley
80608,Frankie Sakai
1059923,Akihiro Tayama
1059924,Obel Wyatt
141088,Robert Dunham
1478369,Teruko Mita
1483406,Masamitsu Tayama
1483407,Toshio Miura
1198200,Akira Wakamatsu
1483410,Keisuke Matsuyama
1483411,Takeo Nagashima
1483404,Kazuo Hinata
1483419,Kô Hayami
1483420,Hiroyuki Satake
18608,Setsuko Wakayama
1113866,Yukio Kasama
1478370,Miyoko Hoshino
1484036,Shin Yoshida
139615,Kayden Kessler
139617,Samantha Gutstadt
139621,Alfonso Quijada
112176,Bill Lippincott
139624,Thomas Greenwood
139625,Lynn Colliar
15306,Peter Abrams
139627,Linda Curial
139628,Paul Herbert
139629,Stephen Miller
139630,Donita Dyer
80829,John Stewart
237455,Sam Claflin
469759,Astrid Bergès-Frisbey
110075,Paul Bazely
1321379,Richard Thomson
1797040,Alan J. Utley-Moore
214581,Luke Roberts
1331023,Emilia Jones
1770474,Sanya Hughes
1131724,Daniel Ings
1770475,Siegfried Peters
219708,Audrey Fleurot
7284,Marie-Sohna Conde
1151450,Yves Heck
585668,Sonia Rolland
1151451,Thérèse Bourou-Rubinsztein
85016,Marcial Di Fonzo Bo
1151449,Emmanuelle Uzan
1151452,Tom Cordier
1151453,Yves-Antoine Spoto
1151456,Vincent Menjou Cortes
1151454,François Rostain
238044,Thomas Doret
586819,Egon Di Mateo
1125175,Batiste Sornin
1126622,Samuel De Rijk
1689510,Myriem Akeddiou
144591,Kim Sae-ron
552067,Kim Tae-hoon
550683,Kim Hee-won
1102155,Kim Seong-oh
1075354,Lee Jong-pil
1041679,Thanayong Wongtrakul
144954,Kim Hyo-Seo
1190219,Baek Su-Ryeon
1155298,Kwak Do-won
564861,Hong So-Hee
233509,Joy Hallward
83002,Jessica Chastain
1715121,Hunter McCracken
1715122,Finnegan Williams
1715123,Michael Koeth
1715124,Laramie Eppler
1034681,Tye Sheridan
568047,Kimberly Whalen
1715128,Dustin Allen
1801263,John Howell
177434,Frank Gifford
1473194,Vince Lombardi
141994,Sugar Ray Robinson
995606,Lotte Stein
935633,Juan Torena
101733,Trevor Parsons
101734,Jillian Swanson
101735,Michael Barbour
101736,Jacqueline Page
543138,Mason Lee
543139,Aroon Seeboonruang
543140,Yasmin Lee
1256326,Penpak Sirikul
1358973,Manel Soler
145297,Julie Bernard
145295,Christel Pedrinelli
145296,Joachim Ledeganck
145298,Jean-Paul Dermont
75761,Mark Perry
223878,Delfine Bafort
107475,Paul Ashcroft
107477,Mark Leonard Winter
107480,Greg Stone
107481,John Francis Howard
107472,Oscar Redding
199931,Kelly Campbell
225006,Shazada Hussein
225007,Yasser Talib
1014017,Bashir Al Majid
112959,Bob Bancroft
231715,Stephen Weigand
210004,Jelly Howie
91613,Natalie Smyka
945041,Chase  Kim
1568351,Erika Seifred
1568352,Cameron Cash
1541344,Badrul Islam
1541345,Bharti Bhatt
1541346,Pratyush Sharma
1541348,Girish Tiwari
1541349,Jeetendra Bisht
1541350,Dhanuli Devi
1541351,Aarti Dhami
1541352,Dhananjay Shah
1179627,Manav Kaul
987550,Mathias Herrmann
1225391,Christian Rodska
1335535,Dong Fu Lin
1201414,Hans-Eckart Eckhardt
131666,Seal
30471,Yukiko Kobayashi
30472,Kyôko Ai
30473,Andrew Hughes
1309512,Yoshio Katsuda
1483789,Hiroshi Okada
1483403,Kenzo Echigo
1483793,Rei Maki
1117079,Atsuko Takahashi
1483794,Yoshio Miyata
1483795,Ari Segawa
1483796,Kyoko Mori
1483797,Wakako Tanabe
1483798,Michiko Ishii
1309513,Teruo Nigaki
1309515,Susumu Utsumi
1093769,Paul Bosche
1093770,Alfredo del Rio
1093771,John DiGiacomo
1093772,Dana Gaiser
1093773,Noah Goldman
1093774,Michael Joaquin Grey
1093775,David Huggins
1093776,Louis Mandelbaum
1093777,LeRoy Mobley
1093778,Samual Murkofsky
1122373,Marion Barry Jr.
1122374,Chuck Brown
1122375,Lewis Franklin
971344,Denyce Graves
1122376,Rhia Hardman
114831,Kenneth Horne
1122377,Darrell Watson
1095811,Jane Baxter
1184042,Ben Field
584084,C. Denier Warren
130534,Matt Bennett
130535,Zack Pearlman
130536,Justin Kline
1254617,Krysta Rodriguez
147083,Nicole Weaver
147084,Savannah Welch
1459887,Aleksander Czajczynski
1459888,Irena Ladosiówna
1459889,Anna Nieborowska
1459890,Marcel Novek
1459891,Edward Radulski
1139623,Janusz Sykutera
1459892,Halina Szram-Kijowska
1459893,Halina Szram-Kijowska
1271626,Jerzy Zalewski
1459894,Ewa Zdzieszynska
225805,Regina Advento
225806,Ruth Amarante
225807,Jorge Puerta
587717,Peter DuPre
587718,Gwen Lewis
1206279,Kitty Lunn
1206280,Timothy Hawkins
1206281,Toni Crabtree
1206282,Stella Rivera
1206283,Jose Bahamonde
935075,Annabel Morley
980203,Bertice Reading
586123,Lawrence Foster
1128314,Shirley Norris
1128309,Nick Bylsma
1128315,Lauren Alfano
68667,Solvi Stübing
564954,Erna Schürer
100938,Amanda
100939,Lucio Como
68665,Claudio Pellegrini
1395903,Chôemon Bandô
1713188,Emitaro Ichikawa
1279382,Noboru Kiritachi
554877,Nils Hugon
27895,Chantal Bronner
583713,Bruno Marengo
132438,Lee Eun-shim
132439,Ju Jeung-nyeo
132440,Kim Jin-kyu
1200671,Um Aing-ran
1660927,Ko Seon-ae
589676,Dorothy Shupenes
1175671,Peter Shupenes
1175672,Jerome Thier
234487,Paulo Matos
1592252,Sofia de Portugal
1863048,Susana Sá
1055228,Adelaide Teixeira
116599,Sara Carinhas
239579,Dore Mann
239580,Paul Grimstad
239581,David Sandholm
239582,Carmine Marino
231254,Pascal Aubert
1824628,Jean Toscane
1038669,Dorothy Libaire
35964,Gilles Privat
227937,Felícián Keresztes
227938,Barbara Thurzó
1259692,Edina Balogh
1072757,Thomas Suire
1072758,Laurent Soffiati
41053,Vincent Martin
1072759,Pierre-Maurice Nouvel
1072760,Roger Guidone
1665503,Luís de Sousa Costa
1665504,Francisco Domingues
1665505,Carmen Duarte
935684,Margarida Gil
1289859,Sílvia Gomes Ferreira
1079280,João Guedes
1086980,Antonio Mendes
34391,Katharina Matz
34392,Sophie Stierle
34394,Luisa Lindner
40501,Mark Waschke
1326316,Michael Brennicke
1326318,Nikita Brennicke
70461,Katinka Auberger
928468,Godehard Giese
50250,Joachim Kappl
1326320,Klaus Peeck
1865841,Nuno Vaz
223274,Inês de Medeiros
237729,Paul Blain
590440,Marie-Christine Friedrich
590441,Victoire Rousseau
590442,Constance Rousseau
82183,Olivia Ross
590443,Alice Langlois
65073,Marija Škaričić
65076,Pablo Aguilar
65077,David Imhoof
65078,Sebastian Krähenbühl
65074,Ljubica Jović
65079,Oliver Zgorelec
65080,Annette Wunsch
65082,Anikó Donáth
65081,Kenneth Huber
65085,Vera Bommer
65084,Stefan Suske
65086,Robin Rehmann
65083,Hans Suter
54068,Tiziana Jelmini
65089,Peter Petrovic
65087,Sanja Ristić
65088,Anto Lukenda
65090,Nenad Milic
60458,Liana Liberato
150433,Chris Henry Coffey
1467228,Spencer Curnutt
1583618,Aislinn DeButch
1000799,Olivia Wickline
1190917,Zoe Levin
1411950,Zanny Laird
1583619,Yolanda Mendoza
1583620,Shenell Randall
222247,Jennifer Kincer
146412,Milica Govich 
202660,Laura Niemi
206505,Garrett Ryan
123086,Jamal Johnson
1799434,Robert Axelrod
1799449,Anthonia Kitchen
1799474,Tristan Peach
1509643,Lucy Rogers-Ciaffa
228838,Tammy Filor
34789,Doris Svedlund
1770013,Bibi Lindqvist
1060512,Curt Masreliez
544709,Anita Blom
1044706,Kenne Fant
560160,Inger Juel
583018,Gunilla Klosterborg
550141,Sven Lindberg
1012305,Kerstin Hedeby
530457,Ludde Gentzel
34787,Git Gay
109915,Marianne Nielsen
551254,Jessie Flaws
928925,Bengt Schött
1044705,Viola Sundberg
48573,Tord Stål
1187094,Maud Hyttenberg
1161126,Margaretha Bergström
130707,Sandra Seeling
233278,Martina García
99737,Àlex Batllori
87676,Anna Drijver
116202,Barry Atsma
1233325,Jeroen van Koningsbrugge
145587,Gijs Naber
935235,Marwan Kenzari
87865,Carolien Spoor
102137,Katja Herbers
225052,Lies Visschedijk
571451,Pietro Steiner
571452,Karoliina Vanne
571453,Jerry Wahlforss
144216,Ciara Bravo
144217,Charlie Bright
24931,Dany Carrel
2559,Henri-Georges Clouzot
126669,Tara Alice Scully
126670,Niamh Shaw
995560,Megan Hagins
995561,Jerry Hagins
812068,Emily Hagins
928106,C. Robert Cargill
947565,Tiger Darrow
1137455,Kate Dawson
1137453,Rebecca Elliott
1137450,Alec Herskowitz
1137456,Kirk Hunter
1137449,Rose Kent-McGlew
968968,Tim League
1137454,Jay Giovanni Ramirez
1137451,Alex Schroeder
1137448,Tony Vespe
1137457,Jurgen Vsych
1790337,Tamara Phillips
1544015,Ruth Garland
128220,Antonia Truppo
128222,Michele Di Mauro
128225,Giampiero Judica
128226,Roberto Accornero
128228,Deborah Bernuzzi
128229,Barbara Braconi
128230,Federica Cassini
131974,Karina Hollekim
130525,Sinead Maguire
236695,John Boyega
236697,Paige Meade
236698,Danielle Vitalis
1161609,Selom Awadzi
972041,Leeon Jones
972040,Alex Esmail
1672658,Simon Howard
1672660,Gina Antwi
1399746,Natasha Jonas
214299,Sammy Williams
1672687,Michael Ajao
1249937,Yvonne D'Alpra
1672692,Jermaine Smith
1672700,Lee Long
578690,Lee Nicholas Harris
1672713,Stephanie Street
1344133,Romy Baskerville
135482,Bel Deliá
135484,Steve Davis
135483,Luke Arnold
135485,James Caitlin
135487,Arianna Gusi
135488,Peter McAllum
135489,Shannon Jones
135490,Ben Maclaine
226408,Charles Lewis
1071883,Robert McChesney
549977,Mark Crispin Miller
470303,Bernie Sanders
1095359,Danny Schechter
81439,Vincent Bugliosi
549976,Dennis Kucinich
1096762,Mark Lloyd
1116428,John Nichols
1400196,Jeff Cohen
118247,Lizette Carrión
116474,Kevin Alejandro
95273,Keith Hetherington
95275,Vicki Raaf
1453780,Jason Bertsch
1453781,Michael DeMaio
1453782,Shane Glick
1453784,Lena Golia
1453786,April Hong
1453790,Joseph Izzo
38668,Alexandra Gold Jourden
1453793,Liam Knight
545470,Myriam Colombi
1030252,Álex González
456008,Laurence Belcher
1394331,Neil Fingleton
1658940,Éva Magyar
1465954,Georg Nikoloff
32266,Darren Evans
1127671,Osian Cai Dulais
1127672,Lily McCann
1127673,Otis Lloyd
972115,Elinor Crawley
220587,Melanie Walters
208526,Lydia Fox
1877368,Adrienne O'Sullivan
1877371,John Wier
1877374,Lynne Hunter
1877376,Edwin Ashcroft
1487758,Claire Cage
1427509,Chan San-Hiu
1633,Peter Pau
928166,Michelle Bestbier
1427514,Saul Bamberger
1427517,Peter Mahlangu
1427518,Bo Kaesje
23838,Christopher Kubheka
1427519,Elias Meintjies
142590,Professor Lamberti
115289,Stephen Crane
117769,Harry Bronson
120389,Rita Vale
120392,John McKutcheon
120393,Joe Conlin
1056770,Molly O'Day
1379572,Lawford Davidson
240828,Hafid Abdelmoula
240829,Shannon Caruso
240830,Charles Comer
240831,Dora Cothern 
240832,Howard Cothern
240833,Robert Dimatteo
1280031,Mona Lerche
1231789,Kendra Kassebaum
157176,Mary Joy
1511414,Natalia Volkodaeva
585005,Brad Corrigan
585006,Pete Francis
585007,Chad Urmston
234402,Michael Grønnemose
1460371,Mads Rømer Brolin-Tani
1234753,Kim Morgan
31310,Jack Hill 
81322,Jeremy Kasten
935027,Eddie Muller
99116,Ted V. Mikels
1021398,James Gordon White
4695,Don Edmonds
88910,Rachel Mohlin
1889083,Susanne Otto
1889084,Sofia Pekkari
1889085,Inger Hayman
1167001,Rasmus Lindgren
50931,Bárbara Lombardo
228440,Susana Campos
122702,Osvaldo Santoro
1654957,Rosalie Michaels
569548,Argos MacCallum
1654970,Todd Bryant
216973,Jason Spisak
1439204,Scott Takeda
1137006,Matthew Dearing
1012223,Leeann Dearing
1371261,Andy McDermott
1657441,Leslea Fisher
1137005,Annie Boon
1085824,James Beichler
1085825,Beau T. Bellamy
1085826,Dennis D. Bellamy
1085827,Roy Cross
1085828,Danny S. Cutler
1085829,John 'White Hawk' Daily
1085830,Hazel K. DeWitt
1085831,Ruth Fout
1085832,John Frick
133402,Nick Ashy Holden
1131610,Ernest James
1131611,Jenny Gravenstein
1131612,Chance Hartman
79010,Eryn Brooke
1526410,Mary Mathews
235847,Keegan Boos
211768,Amanda Payton
235849,Luke Dilberto
97923,Jennifer Lauren Grant
235850,Reynaldo Pacheco
235851,Leslie Shea
191897,Jennifer Hasty
159068,Rodney Saulsberry
235852,June Saunders
44578,Lana Young
235853,Regine Redwing
235854,Sunday Burke
235855,Patrick L. Birkett
235856,Sabera Wise
518627,Joel Courtney
518628,Riley Griffiths
484293,Britt Flatmo
147056,Caitriona Balfe
1078613,Beau Knapp
1037299,Teairra Mari
1686957,Stacie Davis
112327,Michelle Lombardo
585921,Gabriela Hegedüs
585922,Ina Strnad
585923,Darina Dujmic
585925,Simon Hatzl
585926,Christian Strasser
585927,Erich Knoth
585928,Noemi Fischer
234116,Fritz Hammel
1033131,Hamed Camara
1033132,Philippe Chamelat
1033133,Moussa Cissoko
104087,Marthe Mercadier
210161,Christopher Wilcha
83866,Robert Hunger-Bühler
44374,Corinna Kirchhoff
583907,Lamou Vissay
583908,André Dietz
583909,Michael Abendroth
583910,Johannes Kiebranz
583911,Alexandra Finder
225201,Alexandra von Schwerin
1082093,Bakary Sangaré
556457,Amza Pellea
1282330,Cristian Sofron
556458,Ion Besoiu
1017313,Ioana Bulca
1133158,Octavian Cotescu
28722,Iurie Darie
28827,Ștefan Mihăilescu-Brăila
122740,Sergiu Nicolaescu
233193,Takashi Fujiki
1056614,Chisako Hara
21173,Gérard Zimmermann
238957,Henri Martinez
1127884,René Gilson
1620089,Michèle Maynard
1620090,Carmen Ripoll
1620091,Maurice Domingo
1620087,Jeanne Delos
1620092,Noëlle Baleste
1620093,Alain Derboy
1620094,Rosette Mourrut
1620095,Jacques Larson
1620096,Georges Riccio
95058,Anne-Marie Miéville
139576,Héctor Bonilla
1208042,Rodolfo Chávez Martínez
1208043,Armando Martín Martínez
975334,Narciso Busquets
1208044,Marilú Elízaga
1208046,Ernesto Bañuelos
1016475,Evangelina Martínez
1071749,Magnolia Rivas
948427,César Bono
145428,Serhat Tutumluer
115007,Berrak Tuzunatac
1048460,Nergis Öztürk
1489034,Bora Cengiz
145340,Hasibe Eren
1888576,Ferda Isil
1592119,Reyhan Ilhan
592096,Mustafa Uzunyılmaz
1108183,Nihal G. Koldas
1663021,Hakan Salınmış
1888578,Rafi Emeksiz
1621459,Yesim Gul Aksar
1888579,Can Anamur
1164938,Lior Miller
